"Brand.Name","Generic.Name","Drug.Uses","key","Med_Cat","Med_Sub_Cat","Term_Matched"
"ISOSORBIDE DINIT-HYDRALAZINE","ISOSORBIDE DINIT/HYDRALAZINE","This medication contains 2 drugs (hydralazine and isosorbide dinitrate) and is used with other medications to treat heart failure. Both drugs are known as vasodilators. They work by relaxing and widening blood vessels so blood can flow more easily to the heart.","ISOSORBIDE DINIT-HYDRALAZINE_ISOSORBIDE DINIT/HYDRALAZINE","Cardiology","Vascular_Heart_Disease","heart"
"ISOSORBIDE DINITRATE ER","ISOSORBIDE DINITRATE","Isosorbide dinitrate is used to prevent chest pain (angina) in patients with a certain heart condition (coronary artery disease). This medication belongs to a class of drugs known as nitrates. It works by relaxing and widening blood vessels so blood can flow more easily to the heart. This medication will not relieve chest pain once it occurs. It is also not intended to be taken just before physical activities (such as exercise, sexual activity) to prevent chest pain. Other medications may be needed in these situations. Consult your doctor for more details.","ISOSORBIDE DINITRATE ER_ISOSORBIDE DINITRATE","Cardiology","Vascular_Heart_Disease","heart"
"ISOSORBIDE DINITRATE","ISOSORBIDE DINITRATE","Isosorbide dinitrate is used to prevent chest pain (angina) in patients with a certain heart condition (coronary artery disease). This medication belongs to a class of drugs known as nitrates. It works by relaxing and widening blood vessels so blood can flow more easily to the heart. This medication will not relieve chest pain once it occurs. It is also not intended to be taken just before physical activities (such as exercise, sexual activity) to prevent chest pain. Other medications may be needed in these situations. Consult your doctor for more details.","ISOSORBIDE DINITRATE_ISOSORBIDE DINITRATE","Cardiology","Vascular_Heart_Disease","heart"
"ISOSORBIDE MONONITRATE ER","ISOSORBIDE MONONITRATE","Isosorbide mononitrate is used to prevent chest pain (angina) in patients with a certain heart condition (coronary artery disease). This medication belongs to a class of drugs known as nitrates. It works by relaxing and widening blood vessels so blood can flow more easily to the heart. This medication will not relieve chest pain once it occurs. Also, it is not intended to be taken just before physical activities (such as exercise or sexual intercourse) to prevent chest pain. Other medications may be prescribed by your doctor for these conditions. Consult your doctor for more details.","ISOSORBIDE MONONITRATE ER_ISOSORBIDE MONONITRATE","Cardiology","Vascular_Heart_Disease","heart"
"ISOSORBIDE MONONITRATE","ISOSORBIDE MONONITRATE","Isosorbide mononitrate is used to prevent chest pain (angina) in patients with a certain heart condition (coronary artery disease). This medication belongs to a class of drugs known as nitrates. It works by relaxing and widening blood vessels so blood can flow more easily to the heart. This medication will not relieve chest pain once it occurs. Also, it is not intended to be taken just before physical activities (such as exercise or sexual intercourse) to prevent chest pain. Other medications may be prescribed by your doctor for these conditions. Consult your doctor for more details.","ISOSORBIDE MONONITRATE_ISOSORBIDE MONONITRATE","Cardiology","Vascular_Heart_Disease","heart"
"ISOTRETINOIN","ISOTRETINOIN","This medication is used to treat severe cystic acne (also known as nodular acne) that has not responded to other treatment (e.g., benzoyl peroxide or clindamycin applied to the skin or tetracycline or minocycline taken by mouth). It belongs to a class of drugs known as retinoids. It works by decreasing facial oil (sebum) production. High amounts of sebum can lead to severe acne. If left untreated, severe acne may cause permanent scarring.","ISOTRETINOIN_ISOTRETINOIN","Dermatology","Acne","acne"
"ISRADIPINE","ISRADIPINE","Isradipine is used with or without other medications to treat high blood pressure (hypertension). Lowering high blood pressure helps prevent strokes, heart attacks, and kidney problems. Isradipine is called a calcium channel blocker. It works by relaxing blood vessels so blood can flow more easily.","ISRADIPINE_ISRADIPINE","Cardiology","Hypertension","hypertension"
"ISTALOL","TIMOLOL MALEATE","This medication is used to treat high pressure inside the eye due to glaucoma (open angle-type) or other eye diseases (e.g., ocular hypertension). Lowering high pressure inside the eye helps to prevent blindness. This medication works by decreasing the amount of fluid within the eye. Timolol belongs to a class of drugs known as beta-blockers.","ISTALOL_TIMOLOL MALEATE","Cardiology","Hypertension","hypertension"
"ISTODAX","ROMIDEPSIN","Romidepsin is used to treat certain types of cancer (cutaneous or peripheral T-cell lymphoma). Romidepsin works by stopping the growth of cancer cells.","ISTODAX_ROMIDEPSIN","Oncology","General_Oncology","cancer"
"ISTURISA","OSILODROSTAT PHOSPHATE","This medication is used to treat a certain hormone problem (Cushing's disease) caused by a tumor in a certain part of the brain (pituitary gland). People with Cushing's disease produce too much of a certain hormone (cortisol). Cortisol is known as a stress hormone and helps your body respond to stress. Having too much cortisol for too long a time can cause various symptoms, which may be different in each person. Osilodrostat works by decreasing the amount of cortisol made by your body. This will help decrease some symptoms caused by having too much cortisol, such as weakness, puffy face, unusual weight gain, slow wound healing, thinning skin, bone pain, menstrual period changes (women), mental/mood changes (such as depression, mood swings, agitation), easy bruising/bleeding, increased thirst/urination, vision problems.","ISTURISA_OSILODROSTAT PHOSPHATE","Endocrinology","Obesity_Metabolic","weight"
"ITRACONAZOLE","ITRACONAZOLE","Itraconazole is used to treat a variety of fungal infections. It belongs to a class of drugs known as azole antifungals. It works by stopping the growth of fungi.","ITRACONAZOLE_ITRACONAZOLE","Dermatology","Fungal_Skin","fungal infection"
"IV PREP WIPES","ALCOHOL ANTISEPTIC PADS","Steralization Pad","IV PREP WIPES_ALCOHOL ANTISEPTIC PADS",NA,NA,NA
"IVERMECTIN","IVERMECTIN","This medication is used to treat certain parasitic roundworm infections. Curing parasitic infections helps to improve your quality of life. In people with weakened defense (immune) systems, curing roundworm infections can reduce the risk of developing a severe or life-threatening infection. Ivermectin belongs to a class of drugs known as antihelmintics. It works by paralyzing and killing parasites.","IVERMECTIN_IVERMECTIN","Infectious_Disease","General_Infection","parasitic"
"IXEMPRA","IXABEPILONE","This medication is used alone or with other medications to treat advanced breast cancer. Ixabepilone is a chemotherapy drug that works to slow or stop cancer cell growth.","IXEMPRA_IXABEPILONE","Oncology","General_Oncology","chemotherapy"
"IXIARO","JAPANESE ENCEPHALITIS VACC/PF","Vaccine","IXIARO_JAPANESE ENCEPHALITIS VACC/PF","Vaccine","Vaccination","vaccine"
"IYUZEH","LATANOPROST/PF","Latanoprost is used to treat high pressure inside the eye due to glaucoma (open angle type) or other eye diseases (such as ocular hypertension). It is similar to a natural chemical in the body (prostaglandin) and works by regulating the flow of fluid within the eye which results in lower pressure. Lowering high pressure inside the eye helps to prevent blindness. This information does not contain any assurances that this product is safe, effective or appropriate for you.","IYUZEH_LATANOPROST/PF","Cardiology","Hypertension","hypertension"
"IZERVAY","AVACINCAPTAD PEGOL SODIUM/PF","Avacincaptad pegol is used to treat a certain serious eye condition (geographic atrophy). It may help delay vision loss. Avacincaptad pegol works by helping to block your immune system from destroying cells in your eye. This information does not contain any assurances that this product is safe, effective or appropriate for you.","IZERVAY_AVACINCAPTAD PEGOL SODIUM/PF","Ophthalmology","General_Ophthalmology","eye"
"JADENU SPRINKLE","DEFERASIROX","This medication is used to treat ongoing high levels of iron in the body caused by multiple blood transfusions. It is also used to treat high levels of iron in people with a certain blood disorder who do not require blood transfusions (non-transfusion-dependent thalassemia). It works by binding to iron, allowing the body to pass extra iron out in the stool. Deferasirox belongs to a class of drugs known as iron-chelating agents. Frequent blood transfusions are often needed in certain types of blood diseases (such as sickle cell disease, anemia). Blood transfusions have very helpful benefits, but they can cause the body to hold on to too much iron. The extra iron can build up in the body and cause problems such as heart failure, liver disease, and diabetes. Getting rid of extra iron can decrease the risk of these diseases.","JADENU SPRINKLE_DEFERASIROX","Endocrinology","Diabetes","diabetes"
"JADENU","DEFERASIROX","This medication is used to treat ongoing high levels of iron in the body caused by multiple blood transfusions. It is also used to treat high levels of iron in people with a certain blood disorder who do not require blood transfusions (non-transfusion-dependent thalassemia). It works by binding to iron, allowing the body to pass extra iron out in the stool. Deferasirox belongs to a class of drugs known as iron-chelating agents. Frequent blood transfusions are often needed in certain types of blood diseases (such as sickle cell disease, anemia). Blood transfusions have very helpful benefits, but they can cause the body to hold on to too much iron. The extra iron can build up in the body and cause problems such as heart failure, liver disease, and diabetes. Getting rid of extra iron can decrease the risk of these diseases.","JADENU_DEFERASIROX","Endocrinology","Diabetes","diabetes"
"JAIMIESS","L-NORGEST/E.ESTRADIOL-E.ESTRAD","This combination hormone medication is used to prevent pregnancy. It contains 2 hormones: a progestin (levonorgestrel) and an estrogen (ethinyl estradiol). It works mainly by preventing the release of an egg (ovulation) during your menstrual cycle. It also makes vaginal fluid thicker to help prevent sperm from reaching an egg (fertilization) and changes the lining of the uterus (womb) to prevent attachment of a fertilized egg. If a fertilized egg does not attach to the uterus, it passes out of the body. Besides preventing pregnancy, birth control pills may make your periods more regular, decrease blood loss and painful periods, decrease your risk of ovarian cysts, and also treat acne. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia).","JAIMIESS_L-NORGEST/E.ESTRADIOL-E.ESTRAD","Dermatology","Acne","acne"
"JAKAFI","RUXOLITINIB PHOSPHATE","This medication is used to treat certain bone marrow disorders (myelofibrosis, polycythemia vera). It works by blocking your body from producing substances called growth factors. Growth factors cause cells to grow and divide, and cause the blood cell and spleen problems found in these disorders. Ruxolitinib belongs to a class of drugs known as JAK inhibitors. Though not a cure for these disorders, ruxolitinib may help with some of the symptoms, including abdominal discomfort, pain under left ribs, early feelings of fullness from meals, night sweats, itching, and bone/muscle pain.","JAKAFI_RUXOLITINIB PHOSPHATE","Gastroenterology","Inflammatory_Bowel","ibs"
"JALYN","DUTASTERIDE/TAMSULOSIN HCL","This product is used in men to treat the symptoms of an enlarged prostate (benign prostatic hyperplasia-BPH). Dutasteride works by reducing the size of the enlarged prostate. Tamsulosin is known as an alpha-blocker and works by relaxing muscles in the bladder and prostate. This product helps to relieve symptoms of BPH such as difficulty in beginning the flow of urine, weak stream, and the need to urinate frequently or urgently (including during the middle of the night). Dutasteride is not approved for prevention of prostate cancer. It may slightly increase the risk of developing a very serious form of prostate cancer. Talk to your doctor about the benefits and risks. This medication should not be used by women or children.","JALYN_DUTASTERIDE/TAMSULOSIN HCL","Cardiology","Hypertension","bp"
"JANTOVEN","WARFARIN SODIUM","This medication is used to treat blood clots (such as in deep vein thrombosis-DVT or pulmonary embolus-PE) and/or to prevent new clots from forming in your body. Preventing harmful blood clots helps to reduce the risk of a stroke or heart attack. Conditions that increase your risk of developing blood clots include a certain type of irregular heart rhythm (atrial fibrillation), heart valve replacement, recent heart attack, and certain surgeries (such as hip/knee replacement). Warfarin is commonly called a ""blood thinner,"" but the more correct term is ""anticoagulant."" It helps to keep blood flowing smoothly in your body by decreasing the amount of certain substances (clotting proteins) in your blood.","JANTOVEN_WARFARIN SODIUM","Cardiology","Vascular_Heart_Disease","anticoagulant"
"JANUMET XR","SITAGLIPTIN PHOS/METFORMIN HCL","Sitagliptin/metformin is used with a proper diet and exercise program to control high blood sugar in people with type 2 diabetes. Controlling high blood sugar helps prevent kidney damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of diabetes may also lessen your risk of a heart attack or stroke. This product contains 2 medications: sitagliptin and metformin. Sitagliptin works by increasing levels of natural substances called incretins. Incretins help to control blood sugar by increasing insulin release, especially after a meal. They also decrease the amount of sugar your liver makes. Metformin works by helping to restore your body's proper response to the insulin you naturally produce. It also decreases the amount of sugar that your liver makes and that your stomach/intestines absorb.","JANUMET XR_SITAGLIPTIN PHOS/METFORMIN HCL","Cardiology","Vascular_Heart_Disease","stroke"
"JANUMET","SITAGLIPTIN PHOS/METFORMIN HCL","This combination medication is used with a proper diet and exercise program and possibly with other medications to control high blood sugar. It is used in patients with type 2 diabetes. This product contains 2 medications. Sitagliptin works by increasing levels of natural substances called incretins. Incretins help to control blood sugar by increasing insulin release, especially after a meal. They also decrease the amount of sugar your liver makes. Metformin works by helping to restore your body's proper response to the insulin you naturally produce. It also decreases the amount of sugar that your liver makes and that your stomach/intestines absorb. Controlling high blood sugar helps prevent kidney damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of diabetes may also lessen your risk of a heart attack or stroke.","JANUMET_SITAGLIPTIN PHOS/METFORMIN HCL","Cardiology","Vascular_Heart_Disease","stroke"
"JANUVIA","SITAGLIPTIN PHOSPHATE","Sitagliptin is used with a proper diet and exercise program and possibly with other medications to control high blood sugar. It is used in people with type 2 diabetes. Controlling high blood sugar helps prevent kidney damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of diabetes may also lessen your risk of a heart attack or stroke. Sitagliptin is a diabetes drug that works by increasing levels of natural substances called incretins. Incretins help to control blood sugar by increasing insulin release, especially after a meal. They also decrease the amount of sugar your liver makes.","JANUVIA_SITAGLIPTIN PHOSPHATE","Cardiology","Vascular_Heart_Disease","stroke"
"JARDIANCE","EMPAGLIFLOZIN","Empagliflozin is used with a proper diet and exercise program to control high blood sugar in people with type 2 diabetes. Controlling high blood sugar helps prevent kidney damage, blindness, nerve problems, loss of limbs, and sexual function problems. Empagliflozin is also used in patients with type 2 diabetes and heart disease to lower the risk of death from heart attack or stroke. Empagliflozin works by increasing the removal of sugar by your kidneys.","JARDIANCE_EMPAGLIFLOZIN","Cardiology","Vascular_Heart_Disease","stroke"
"JASMIEL","ETHINYL ESTRADIOL/DROSPIRENONE","This medication is a combination of 2 hormones: an estrogen (ethinyl estradiol) and a progestin (drospirenone). This product is used to prevent pregnancy. It works mainly by preventing the release of an egg (ovulation) during your menstrual cycle. It also makes vaginal fluid thicker to help prevent sperm from reaching an egg (fertilization) and changes the lining of the uterus (womb) to prevent attachment of a fertilized egg. If a fertilized egg does not attach to the uterus, it passes out of the body. This medication also may be used to treat premenstrual dysphoric disorder (PMDD) or moderate acne if you have chosen to use birth control pills as your method of pregnancy prevention. Besides preventing pregnancy, birth control pills may make your periods more regular, decrease blood loss and painful periods, and decrease your risk of ovarian cysts. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia).","JASMIEL_ETHINYL ESTRADIOL/DROSPIRENONE","Dermatology","Acne","acne"
"JATENZO","TESTOSTERONE UNDECANOATE","This medication is used by men who have low or no testosterone due to certain medical conditions (such as hypogonadism). Testosterone belongs to a class of drugs known as androgens. It helps the body to develop and maintain male sexual characteristics (masculinity), such as a deep voice and body hair. It also helps to maintain muscle and prevent bone loss, and is needed for natural sexual ability/desire. This medication should not be used in women.","JATENZO_TESTOSTERONE UNDECANOATE","Orthopedics","Musculoskeletal","bone"
"JAVYGTOR","SAPROPTERIN DIHYDROCHLORIDE","This medication is used along with diet changes for long-term treatment of a certain inherited disorder (phenylketonuria-PKU). It helps remove a certain chemical (phenylalanine) from the body. Too much phenylalanine in the body can cause brain damage. This information does not contain any assurances that this product is safe, effective or appropriate for you.","JAVYGTOR_SAPROPTERIN DIHYDROCHLORIDE","Otorhinolaryngology","General_ENT","ent"
"JAYPIRCA","PIRTOBRUTINIB","This medication is used to treat certain types of cancer (such as mantle cell lymphoma-MCL, chronic lymphocytic leukemia-CLL, small lymphocytic lymphoma-SLL). Pirtobrutinib belongs to a class of drugs known as kinase inhibitors. It works by slowing or stopping the growth of cancer cells. This information does not contain any assurances that this product is safe, effective or appropriate for you.","JAYPIRCA_PIRTOBRUTINIB","Oncology","General_Oncology","cancer"
"JEMPERLI","DOSTARLIMAB-GXLY","Dostarlimab is used to treat cancer of the uterus lining (endometrial cancer). This medication is also used to treat certain types of tumor (solid tumors). It works by changing the action of your own immune system, directing it to attack cancer/tumor cells. Dostarlimab belongs to a class of drugs known as monoclonal antibodies.","JEMPERLI_DOSTARLIMAB-GXLY","Oncology","General_Oncology","cancer"
"JENCYCLA","NORETHINDRONE","This medication is used to prevent pregnancy. It is often referred to as the ""mini-pill"" because it does not contain any estrogen. Norethindrone (a form of progestin) is a hormone that prevents pregnancy by making vaginal fluid thicker to help prevent sperm from reaching an egg (fertilization) and changing the lining of the uterus (womb) to prevent attachment of a fertilized egg. If a fertilized egg does not attach to the uterus, it passes out of the body. This medication also stops the release of an egg (ovulation) in about half of a woman's menstrual cycles. While the ""mini-pill"" is more effective than certain other methods of birth control (such as condoms, cervical cap, diaphragm), it is less effective than combination hormone (estrogen and progestin) birth control because it does not consistently prevent ovulation. It is usually used by women who cannot take estrogen. To reduce the risk of pregnancy, it is very important to take this medication exactly as prescribed. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia).","JENCYCLA_NORETHINDRONE","Infectious_Disease","HIV_AIDS","hiv"
"JENTADUETO XR","LINAGLIPTIN/METFORMIN HCL","Linagliptin/metformin is used with a proper diet and exercise program to control high blood sugar in people with type 2 diabetes. Controlling high blood sugar helps prevent kidney damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of diabetes may also lessen your risk of a heart attack or stroke. This product contains 2 medications: linagliptin and metformin. Linagliptin works by increasing levels of natural substances called incretins. Incretins help to control blood sugar by increasing insulin release, especially after a meal. They also decrease the amount of sugar your liver makes. Metformin works by helping to restore your body's proper response to the insulin you naturally produce. It also decreases the amount of sugar that your liver makes and that your stomach/intestines absorb.","JENTADUETO XR_LINAGLIPTIN/METFORMIN HCL","Cardiology","Vascular_Heart_Disease","stroke"
"JENTADUETO","LINAGLIPTIN/METFORMIN HCL","Linagliptin/metformin is used with a proper diet and exercise program to control high blood sugar in people with type 2 diabetes. Controlling high blood sugar helps prevent kidney damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of diabetes may also lessen your risk of a heart attack or stroke. This product contains 2 medications: linagliptin and metformin. Linagliptin works by increasing levels of natural substances called incretins. Incretins help to control blood sugar by increasing insulin release, especially after a meal. They also decrease the amount of sugar your liver makes. Metformin works by helping to restore your body's proper response to the insulin you naturally produce. It also decreases the amount of sugar that your liver makes and that your stomach/intestines absorb.","JENTADUETO_LINAGLIPTIN/METFORMIN HCL","Cardiology","Vascular_Heart_Disease","stroke"
"JEVANTIQUE LO","NORETHINDRONE AC-ETH ESTRADIOL","This medication contains 2 female hormones: an estrogen (such as conjugated estrogen, estradiol) and a progestin (such as medroxyprogesterone, norethindrone, norgestimate). It is used by women to help reduce symptoms of menopause (such as hot flashes, vaginal dryness). These symptoms are caused by the body making less estrogen. The progestin in this medication helps to reduce the risk of cancer of the uterus which can be caused by using estrogen. Women who have had their uterus removed do not need the progestin and therefore should not use this combination medication. If you are using this medication to treat symptoms only in and around the vagina, products applied directly inside the vagina should be considered before medications that are taken by mouth, absorbed through the skin, or injected. This medication may also be used by women after menopause to prevent bone loss (osteoporosis). However, there are other medications (such as raloxifene, bisphosphonates including alendronate) that are also effective in preventing bone loss and may be safer. These medications should be considered for use before estrogen/progestin treatment.","JEVANTIQUE LO_NORETHINDRONE AC-ETH ESTRADIOL","Orthopedics","Musculoskeletal","bone"
"JEVTANA","CABAZITAXEL","Cabazitaxel is used with another medication (prednisone) to treat prostate cancer. It works by slowing or stopping the growth of cancer cells.","JEVTANA_CABAZITAXEL","Urology","Prostate","prostate"
"JINTELI","NORETHINDRONE AC-ETH ESTRADIOL","This medication contains 2 female hormones: an estrogen (such as conjugated estrogen, estradiol) and a progestin (such as medroxyprogesterone, norethindrone, norgestimate). It is used by women to help reduce symptoms of menopause (such as hot flashes, vaginal dryness). These symptoms are caused by the body making less estrogen. The progestin in this medication helps to reduce the risk of cancer of the uterus which can be caused by using estrogen. Women who have had their uterus removed do not need the progestin and therefore should not use this combination medication. If you are using this medication to treat symptoms only in and around the vagina, products applied directly inside the vagina should be considered before medications that are taken by mouth, absorbed through the skin, or injected. This medication may also be used by women after menopause to prevent bone loss (osteoporosis). However, there are other medications (such as raloxifene, bisphosphonates including alendronate) that are also effective in preventing bone loss and may be safer. These medications should be considered for use before estrogen/progestin treatment.","JINTELI_NORETHINDRONE AC-ETH ESTRADIOL","Orthopedics","Musculoskeletal","bone"
"JOENJA","LENIOLISIB PHOSPHATE","Missing","JOENJA_LENIOLISIB PHOSPHATE","Missing","Missing","missing"
"JOLESSA","LEVONORGESTREL-ETHIN ESTRADIOL","This combination hormone medication is used to prevent pregnancy. It contains 2 hormones: a progestin (levonorgestrel) and an estrogen (ethinyl estradiol). It works mainly by preventing the release of an egg (ovulation) during your menstrual cycle. It also makes vaginal fluid thicker to help prevent sperm from reaching an egg (fertilization) and changes the lining of the uterus (womb) to prevent attachment of a fertilized egg. If a fertilized egg does not attach to the uterus, it passes out of the body. Besides preventing pregnancy, birth control pills may make your periods more regular, decrease blood loss and painful periods, decrease your risk of ovarian cysts, and also treat acne. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia).","JOLESSA_LEVONORGESTREL-ETHIN ESTRADIOL","Dermatology","Acne","acne"
"JOLESSA","LEVONORGESTREL/ETHIN.ESTRADIOL","This combination hormone medication is used to prevent pregnancy. It contains 2 hormones: a progestin (levonorgestrel) and an estrogen (ethinyl estradiol). It works mainly by preventing the release of an egg (ovulation) during your menstrual cycle. It also makes vaginal fluid thicker to help prevent sperm from reaching an egg (fertilization) and changes the lining of the uterus (womb) to prevent attachment of a fertilized egg. If a fertilized egg does not attach to the uterus, it passes out of the body. Besides preventing pregnancy, birth control pills may make your periods more regular, decrease blood loss and painful periods, decrease your risk of ovarian cysts, and also treat acne. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia).","JOLESSA_LEVONORGESTREL/ETHIN.ESTRADIOL","Dermatology","Acne","acne"
"JOLIVETTE","NORETHINDRONE","This medication is used to prevent pregnancy. It is often referred to as the ""mini-pill"" because it does not contain any estrogen. Norethindrone (a form of progestin) is a hormone that prevents pregnancy by making vaginal fluid thicker to help prevent sperm from reaching an egg (fertilization) and changing the lining of the uterus (womb) to prevent attachment of a fertilized egg. If a fertilized egg does not attach to the uterus, it passes out of the body. This medication also stops the release of an egg (ovulation) in about half of a woman's menstrual cycles. While the ""mini-pill"" is more effective than certain other methods of birth control (such as condoms, cervical cap, diaphragm), it is less effective than combination hormone (estrogen and progestin) birth control because it does not consistently prevent ovulation. It is usually used by women who cannot take estrogen. To reduce the risk of pregnancy, it is very important to take this medication exactly as prescribed. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia).","JOLIVETTE_NORETHINDRONE","Infectious_Disease","HIV_AIDS","hiv"
"JORNAY PM","METHYLPHENIDATE HCL","This medication is used to treat attention deficit hyperactivity disorder - ADHD. It works by changing the amounts of certain natural substances in the brain. Methylphenidate belongs to a class of drugs known as stimulants. It can help increase your ability to pay attention, stay focused on an activity, and control behavior problems. It may also help you to organize your tasks and improve listening skills.","JORNAY PM_METHYLPHENIDATE HCL","Psychiatry","ADHD","adhd"
"JUBLIA","EFINACONAZOLE","This medication is used to treat toenail infection caused by fungus. It works by stopping the growth of certain types of fungus. Efinaconazole belongs to a class of drugs known as azole antifungals. This medication treats only fungal infections. It will not work for other types of infection, such as those caused by bacteria. Unnecessary use or overuse of any drug used to treat infection can lead to its decreased effectiveness.","JUBLIA_EFINACONAZOLE","Dermatology","Fungal_Skin","fungal infection"
"JULEBER","DESOGESTREL-ETHINYL ESTRADIOL","This combination hormone medication is used to prevent pregnancy. It contains 2 hormones: a progestin and an estrogen. It works mainly by preventing the release of an egg (ovulation) during your menstrual cycle. It also makes vaginal fluid thicker to help prevent sperm from reaching an egg (fertilization) and changes the lining of the uterus (womb) to prevent attachment of a fertilized egg. If a fertilized egg does not attach to the uterus, it passes out of the body. Besides preventing pregnancy, birth control pills may make your periods more regular, decrease blood loss and painful periods, decrease your risk of ovarian cysts, and also treat acne. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia).","JULEBER_DESOGESTREL-ETHINYL ESTRADIOL","Dermatology","Acne","acne"
"JULUCA","DOLUTEGRAVIR/RILPIVIRINE","Dolutegravir/rilpivirine is used to help control HIV infection. It helps to decrease the amount of HIV in your body so your immune system can work better. This lowers your chance of getting HIV complications (such as new infections, cancer) and improves your quality of life. Dolutegravir is an integrase inhibitor while rilpivirine is a non-nucleoside reverse transcriptase inhibitor (NNRTI). Both drugs block the virus from growing and infecting more cells. Dolutegravir/rilpivirine is not a cure for HIV infection. To decrease your risk of spreading HIV disease to others, do all of the following: (1) continue to take all HIV medications exactly as prescribed by your doctor, (2) always use an effective barrier method (latex or polyurethane condoms/dental dams) during all sexual activity, and (3) do not share personal items (such as needles/syringes, toothbrushes, and razors) that may have contacted blood or other body fluids. Consult your doctor or pharmacist for more details.","JULUCA_DOLUTEGRAVIR/RILPIVIRINE","Infectious_Disease","HIV_AIDS","hiv"
"JUNEL FE 24","NORETHINDRONE-E.ESTRADIOL-IRON","This combination hormone medication is used to prevent pregnancy. It contains 2 hormones: norethindrone (a progestin) and ethinyl estradiol (an estrogen). It works mainly by preventing the release of an egg (ovulation) during your menstrual cycle. It also makes vaginal fluid thicker to help prevent sperm from reaching an egg (fertilization) and changes the lining of the uterus (womb) to prevent attachment of a fertilized egg. If a fertilized egg does not attach to the uterus, it passes out of the body. There is a small amount of iron (ferrous fumarate) in each of the 4 inactive pills taken during the fourth week. The inactive pills do not contain any hormones. These pills are meant to keep you in the habit of taking 1 pill each day and do not have enough iron to treat iron deficiency. Besides preventing pregnancy, birth control pills may make your periods more regular, decrease blood loss and painful periods, decrease your risk of ovarian cysts, and also treat acne. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia).","JUNEL FE 24_NORETHINDRONE-E.ESTRADIOL-IRON","Dermatology","Acne","acne"
"JUNEL FE","NORETHINDRONE-E.ESTRADIOL-IRON","This combination hormone medication is used to prevent pregnancy. It contains 2 hormones: norethindrone (a progestin) and ethinyl estradiol (an estrogen). It works mainly by preventing the release of an egg (ovulation) during your menstrual cycle. It also makes vaginal fluid thicker to help prevent sperm from reaching an egg (fertilization) and changes the lining of the uterus (womb) to prevent attachment of a fertilized egg. If a fertilized egg does not attach to the uterus, it passes out of the body. There is a small amount of iron (ferrous fumarate) in each of the 7 inactive tablets taken during the fourth week. The inactive pills do not contain any hormones. These tablets are meant to keep you in the habit of taking 1 tablet each day and do not have enough iron to treat iron deficiency. Besides preventing pregnancy, birth control pills may make your periods more regular, decrease blood loss and painful periods, decrease your risk of ovarian cysts, and also treat acne. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia).","JUNEL FE_NORETHINDRONE-E.ESTRADIOL-IRON","Dermatology","Acne","acne"
"JUNEL","NORETHINDRONE AC-ETH ESTRADIOL","This combination hormone medication is used to prevent pregnancy. It contains 2 hormones: a progestin and an estrogen. It works mainly by preventing the release of an egg (ovulation) during your menstrual cycle. It also makes vaginal fluid thicker to help prevent sperm from reaching an egg (fertilization) and changes the lining of the uterus (womb) to prevent attachment of a fertilized egg. If a fertilized egg does not attach to the uterus, it passes out of the body. Besides preventing pregnancy, birth control pills may make your periods more regular, decrease blood loss and painful periods, decrease your risk of ovarian cysts, and also treat acne. Using this medication does not protect you or your partner against sexually transmitted diseases (such as HIV, gonorrhea, chlamydia).","JUNEL_NORETHINDRONE AC-ETH ESTRADIOL","Dermatology","Acne","acne"
"JUXTAPID","LOMITAPIDE MESYLATE","This medication is used along with a low-fat diet and other treatments for a certain inherited condition that causes very high cholesterol levels (homozygous familial hypercholesterolemia). Very high cholesterol levels increase your risk of developing heart and blood vessel disease. Lomitapide works by decreasing your body's production of cholesterol.","JUXTAPID_LOMITAPIDE MESYLATE","Cardiology","Lipids","cholesterol"
"JYNARQUE","TOLVAPTAN","This medication is used by people who have a certain inherited kidney problem (autosomal dominant polycystic kidney disease-ADPKD). This inherited kidney problem leads to the growth of fluid-filled sacs (cysts) in your kidneys. Over time, the cysts grow in size, which can damage the way your kidneys work and lead to kidney failure. Tolvaptan belongs to a class of drugs known as vasopressin receptor antagonists. It works by slowing the growth of kidney cysts caused by ADPKD. This effect helps protect your kidneys from damage and failure. Different brands of this medication have different uses. Do not change brands of this medication unless directed by your doctor.","JYNARQUE_TOLVAPTAN","Urology","Kidney_Renal","kidney"
